"","state","year","stationary","moving","NA.x.x","hijacked","boarding","fired upon","detained","NA.y.x","small","big","NA","attempted","acutal","NA.x.y","early","day","evening","night","NA.y.y"
"265","Ghana",1996,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"266","Ghana",1997,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"267","Ghana",1998,3,0,0,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
"268","Ghana",1999,2,1,0,0,2,0,0,1,0,2,1,1,2,0,0,0,0,0,3
"269","Ghana",2000,2,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
"270","Ghana",2001,5,0,0,0,5,0,0,0,0,3,2,0,5,0,0,0,0,4,1
"271","Ghana",2002,5,0,0,0,4,0,0,1,0,5,0,1,4,0,0,0,1,4,0
"272","Ghana",2003,3,0,0,0,1,0,0,2,0,3,0,2,1,0,0,0,0,3,0
"273","Ghana",2004,5,0,0,0,2,0,0,3,0,2,3,3,2,0,0,0,0,5,0
"274","Ghana",2005,3,0,0,0,2,0,0,1,0,2,1,1,2,0,0,0,0,3,0
"275","Ghana",2006,3,0,0,0,3,0,0,0,0,2,1,0,3,0,1,0,0,2,0
"276","Ghana",2007,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"277","Ghana",2008,7,0,0,0,6,0,0,1,0,7,0,1,6,0,0,0,1,6,0
"278","Ghana",2009,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,1,2,0
"279","Ghana",2011,1,2,0,0,2,0,0,1,2,0,1,1,2,0,1,0,1,1,0
"280","Ghana",2012,2,1,0,1,2,0,0,0,0,1,2,0,3,0,0,0,2,1,0
"281","Ghana",2013,1,2,0,0,2,0,0,1,0,3,0,1,2,0,0,0,2,1,0
"282","Ghana",2014,2,1,1,3,1,0,0,0,3,1,0,0,4,0,0,1,1,2,0
"283","Greece",1996,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"284","Greece",1997,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"285","Greece",2000,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"286","Greece",2011,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"287","Guadeloupe-Martinique",2003,1,1,0,0,1,0,0,1,2,0,0,1,1,0,0,0,1,1,0
"288","Guinea-Bissau",1999,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"289","Guinea-Bissau",2001,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"290","Guinea-Bissau",2002,0,2,0,0,0,2,0,0,0,1,1,2,0,0,2,0,0,0,0
"291","Guinea-Bissau",2003,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"292","Guinea-Bissau",2009,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"293","Guinea",1995,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"294","Guinea",1996,2,1,0,0,3,0,0,0,1,2,0,0,3,0,0,0,0,1,2
"295","Guinea",1997,1,1,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,2
"296","Guinea",1998,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"297","Guinea",1999,3,3,0,0,4,0,0,2,0,6,0,2,4,0,0,0,0,0,6
"298","Guinea",2000,5,1,0,1,4,0,0,1,0,5,1,1,5,0,0,0,0,0,6
"299","Guinea",2001,1,3,0,0,2,0,0,2,0,3,1,2,2,0,0,0,1,2,1
"300","Guinea",2002,0,2,0,0,1,1,0,0,0,2,0,1,1,0,1,0,0,1,0
"301","Guinea",2003,2,1,0,0,2,0,0,1,0,3,0,1,2,0,1,0,0,2,0
"302","Guinea",2004,4,1,0,0,5,0,0,0,0,4,1,0,5,0,1,0,1,3,0
"303","Guinea",2005,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"304","Guinea",2006,2,2,0,0,3,0,0,1,1,3,0,1,3,0,1,0,0,3,0
"305","Guinea",2007,2,1,0,0,3,0,0,0,0,3,0,0,3,0,1,0,1,1,0
"306","Guinea",2009,1,4,0,0,2,0,0,3,0,5,0,3,2,0,0,2,2,1,0
"307","Guinea",2010,4,2,0,0,6,0,0,0,0,5,1,0,6,0,0,1,1,4,0
"308","Guinea",2011,4,1,0,0,4,0,0,1,0,5,0,1,4,0,0,0,1,4,0
"309","Guinea",2012,2,1,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0
"310","Guinea",2013,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"311","Guyana",1993,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"312","Guyana",1996,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
"313","Guyana",1998,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"314","Guyana",2000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"315","Guyana",2002,7,4,0,0,9,0,0,2,0,10,1,2,9,0,3,0,2,5,1
"316","Guyana",2003,5,1,0,0,6,0,0,0,0,6,0,0,6,0,0,2,1,3,0
"317","Guyana",2004,1,1,0,0,2,0,0,0,0,1,1,0,2,0,1,0,0,1,0
"318","Guyana",2005,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"319","Guyana",2006,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"320","Guyana",2007,0,2,1,0,3,0,0,0,3,0,0,0,3,0,2,0,0,0,1
"321","Guyana",2010,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,1,0
"322","Guyana",2011,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"323","Guyana",2013,2,0,0,0,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0
"324","Guyana",2014,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"325","Haiti",1997,1,0,1,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"326","Haiti",1999,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
"327","Haiti",2000,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"328","Haiti",2001,3,2,0,0,3,0,0,2,1,3,1,2,3,0,1,0,2,1,1
"329","Haiti",2003,7,0,0,0,7,0,0,0,1,6,0,0,7,0,1,0,1,4,1
"330","Haiti",2004,2,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,1,1
"331","Haiti",2005,3,0,0,0,3,0,0,0,0,2,1,0,3,0,0,0,1,2,0
"332","Haiti",2007,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,2,0
"333","Haiti",2008,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,1,0
"334","Haiti",2009,4,0,0,0,3,0,0,1,0,3,1,1,3,0,0,0,1,3,0
"335","Haiti",2010,5,0,0,0,3,0,0,2,0,3,2,2,3,0,0,0,2,3,0
"336","Haiti",2011,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0
"337","Haiti",2012,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0
"338","Honduras",2000,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"339","Honduras",2003,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"340","Honduras",2004,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"341","India",1995,3,3,3,0,8,0,0,1,0,7,2,1,8,0,0,1,1,2,5
"342","India",1996,8,1,0,0,7,0,0,2,0,9,0,2,7,0,1,0,1,0,7
"343","India",1997,3,2,7,0,10,0,0,2,0,9,3,2,10,0,0,0,0,0,12
"344","India",1998,9,0,0,0,8,0,0,1,0,9,0,1,8,0,0,0,0,1,8
"345","India",1999,15,0,0,0,11,0,0,4,0,15,0,4,11,0,0,0,0,0,15
"346","India",2000,31,4,0,1,28,0,0,6,2,30,3,6,29,0,0,0,0,0,35
"347","India",2001,22,5,0,1,20,0,0,6,1,26,0,6,21,0,3,1,5,16,2
"348","India",2002,14,4,0,0,15,0,0,3,2,14,2,3,15,0,3,2,1,11,1
"349","India",2003,27,6,0,0,29,0,0,4,4,24,5,4,29,0,1,4,7,14,7
"350","India",2004,9,5,0,0,10,0,0,4,1,11,2,4,10,0,5,1,2,6,0
"351","India",2005,13,2,0,0,13,0,0,2,2,12,1,2,13,0,0,3,4,8,0
"352","India",2006,4,1,0,2,3,0,0,0,3,2,0,0,5,0,1,0,0,1,3
"353","India",2007,7,5,0,0,11,0,0,1,2,7,3,1,11,0,2,1,4,5,0
"354","India",2008,9,1,0,0,9,0,0,1,1,8,1,1,9,0,0,1,1,8,0
"355","India",2009,12,3,0,0,10,0,0,5,0,14,1,5,10,0,1,0,8,6,0
"356","India",2010,5,32,0,9,7,17,0,4,3,32,2,21,16,0,12,5,2,18,0
"357","India",2011,6,26,0,1,10,0,0,21,3,26,3,21,11,0,9,4,2,17,0
"358","India",2012,8,2,0,0,7,1,0,2,0,10,0,3,7,0,2,2,1,5,0
"359","India",2013,14,0,0,0,13,0,0,1,0,14,0,1,13,0,3,0,2,9,0
"360","India",2014,12,0,0,0,11,0,0,1,0,12,0,1,11,0,2,0,1,9,0
"361","Indonesia",1993,0,0,18,0,0,0,0,18,1,17,0,0,0,18,0,0,3,10,5
"362","Indonesia",1994,0,0,27,0,25,0,0,2,0,26,1,2,25,0,1,1,7,16,2
"363","Indonesia",1995,18,11,6,0,31,0,0,4,1,29,5,4,31,0,0,2,4,8,21
"364","Indonesia",1996,41,11,2,2,44,0,0,8,1,44,9,8,46,0,0,3,8,8,35
"365","Indonesia",1997,14,9,28,1,46,0,0,4,2,41,8,4,47,0,0,0,0,0,51
"366","Indonesia",1998,32,18,10,4,43,1,0,12,0,52,8,13,47,0,0,0,0,0,60
"367","Indonesia",1999,65,48,1,1,90,0,0,23,2,105,7,22,92,0,0,0,0,0,114
"368","Indonesia",2000,92,39,0,2,89,0,0,40,1,122,8,40,91,0,0,0,0,0,131
"369","Indonesia",2001,62,35,2,6,68,0,0,25,4,89,6,25,74,0,4,3,13,66,13
"370","Indonesia",2002,88,21,2,10,76,5,0,20,10,88,13,25,86,0,9,5,30,62,5
"371","Indonesia",2003,44,92,0,10,77,0,0,49,14,116,6,48,88,0,16,17,32,68,3
"372","Indonesia",2004,54,56,0,4,72,6,0,28,12,95,3,34,76,0,12,22,24,49,3
"373","Indonesia",2005,62,23,0,6,63,0,0,16,6,76,3,16,69,0,9,10,24,38,4
"374","Indonesia",2006,31,27,0,2,39,0,0,17,5,48,5,17,41,0,10,6,13,26,3
"375","Indonesia",2007,35,15,0,1,36,0,0,13,5,45,0,13,37,0,7,4,9,22,8
"376","Indonesia",2008,16,18,0,1,28,1,0,4,4,27,3,5,29,0,5,3,4,21,1
"377","Indonesia",2009,14,16,0,0,22,0,0,8,3,27,0,8,22,0,5,4,10,11,0
"378","Indonesia",2010,27,44,0,1,52,2,0,16,9,61,1,18,53,0,6,12,15,37,1
"379","Indonesia",2011,40,28,0,4,58,0,0,6,15,53,0,6,62,0,4,3,13,47,1
"380","Indonesia",2012,73,11,0,1,75,0,0,8,10,72,2,8,76,0,6,3,25,50,0
"381","Indonesia",2013,100,17,0,0,108,0,0,9,12,103,2,9,108,0,6,13,21,76,1
"382","Indonesia",2014,73,25,2,6,86,0,0,8,1,94,5,7,93,0,6,3,11,78,2
"383","Iran",1995,0,4,4,7,1,0,0,0,5,3,0,0,8,0,0,0,0,0,8
"384","Iran",1996,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"385","Iran",1997,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
"386","Iran",1999,1,1,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
"387","Iran",2000,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"388","Iran",2001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"389","Iran",2003,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,1,0
"390","Iran",2005,1,1,0,0,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0
"391","Iran",2006,1,2,0,0,1,1,0,1,0,3,0,2,1,0,0,0,1,1,1
"392","Iran",2007,1,1,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,1,1
"393","Iran",2009,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"394","Iran",2011,0,4,0,0,0,0,0,4,0,4,0,4,0,0,3,1,0,0,0
"395","Iran",2012,0,6,0,1,0,2,0,3,0,6,0,5,1,0,3,1,1,1,0
"396","Iraq",2001,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1
"397","Iraq",2004,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"398","Iraq",2005,8,1,0,0,9,0,0,0,1,8,0,0,9,0,1,0,3,4,1
"399","Iraq",2006,2,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,1,0
"400","Iraq",2007,1,2,0,0,2,0,0,1,0,3,0,1,2,0,2,0,1,0,0
"401","Iraq",2010,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0
"402","Italy",1995,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"403","Italy",1996,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
"404","Italy",1998,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"405","Italy",1999,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"406","Italy",2002,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"407","Ivory ",2014,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"408","Jamaica",1994,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"409","Jamaica",1996,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"410","Jamaica",1997,1,0,3,0,4,0,0,0,0,1,3,0,4,0,0,0,0,0,4
"411","Jamaica",1998,2,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
"412","Jamaica",1999,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"413","Jamaica",2002,1,2,0,0,2,0,0,1,0,2,1,1,2,0,0,1,0,2,0
"414","Jamaica",2003,4,1,0,0,4,0,0,1,0,5,0,1,4,0,0,0,1,4,0
"415","Jamaica",2004,9,1,0,0,10,0,0,0,0,10,0,0,10,0,3,0,0,7,0
"416","Jamaica",2005,6,1,0,0,5,0,0,2,1,6,0,2,5,0,2,0,1,4,0
"417","Jamaica",2006,3,0,0,0,1,0,0,2,0,3,0,2,1,0,1,0,0,2,0
"418","Jamaica",2007,2,0,0,0,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0
"419","Japan",1993,0,0,3,0,0,0,0,3,0,3,0,0,0,3,1,0,0,2,0
"420","Japan",2000,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"421","Japan",2002,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"422","Kazakhstan",2009,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"423","Kenya",1998,5,0,2,0,7,0,0,0,0,4,3,0,7,0,0,0,0,0,7
"424","Kenya",2000,5,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,5
"425","Kenya",2002,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0
"426","Kenya",2003,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"427","Kenya",2004,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"428","Kenya",2007,3,0,0,0,2,0,0,1,0,3,0,1,2,0,0,1,1,0,1
"429","Kenya",2008,1,2,0,0,0,2,0,1,0,2,1,3,0,0,0,2,0,1,0
"430","Kenya",2009,1,1,0,1,1,0,0,0,1,0,1,0,2,0,0,1,0,1,0
"431","Kenya",2010,0,11,0,2,1,6,0,2,0,11,0,8,3,0,2,5,1,3,0
"432","Kenya",2011,1,5,0,0,2,0,0,4,0,6,0,4,2,0,2,2,0,2,0
"433","Kenya",2012,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"434","Kenya",2013,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"435","Liberia",2003,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"436","Liberia",2004,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0
"437","Liberia",2007,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"438","Liberia",2008,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"439","Liberia",2010,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"440","Liberia",2014,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"441","Madagascar",1997,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"442","Madagascar",2001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"443","Madagascar",2002,2,1,0,1,2,0,0,0,1,2,0,0,3,0,0,1,0,1,1
"444","Madagascar",2004,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"445","Madagascar",2005,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"446","Madagascar",2007,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"447","Madagascar",2009,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"448","Madagascar",2010,0,2,0,1,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0
"449","Malaysia",1993,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"450","Malaysia",1994,0,0,7,0,6,0,0,1,0,6,1,0,6,1,0,1,2,4,0
"451","Malaysia",1995,3,3,0,1,5,0,0,0,2,2,2,0,6,0,0,0,0,1,5
"452","Malaysia",1996,4,2,1,0,5,0,0,2,1,6,0,2,5,0,0,3,1,1,2
"453","Malaysia",1997,2,1,7,2,4,0,0,4,1,9,0,4,6,0,0,0,0,0,10
"454","Malaysia",1998,6,4,1,2,8,0,0,1,5,6,0,1,10,0,0,0,0,0,11
"455","Malaysia",1999,16,13,0,1,16,0,0,12,4,23,2,10,19,0,0,0,0,0,29
"456","Malaysia",2000,21,66,0,2,50,0,0,35,6,77,4,35,52,0,0,0,0,0,87
"457","Malaysia",2001,11,15,0,0,15,0,0,11,2,23,1,11,15,0,3,2,1,18,2
"458","Malaysia",2002,9,16,2,9,14,1,0,3,12,12,3,4,23,0,6,2,6,9,4
"459","Malaysia",2003,3,15,0,2,8,0,0,8,6,12,0,8,10,0,2,4,8,3,1
"460","Malaysia",2004,8,22,0,2,14,4,0,10,9,15,6,14,16,0,3,1,8,16,2
"461","Malaysia",2005,3,16,0,2,9,0,0,8,6,13,0,8,11,0,3,2,6,8,0
"462","Malaysia",2006,6,10,0,1,12,1,0,2,11,4,1,3,13,0,3,2,6,4,1
"463","Malaysia",2007,7,5,0,0,10,0,0,2,0,12,0,2,10,0,2,2,3,5,0
"464","Malaysia",2008,6,7,0,3,10,0,0,0,7,5,1,0,13,0,0,0,3,9,1
"465","Malaysia",2009,13,11,0,1,19,0,0,4,9,15,0,4,20,0,0,2,3,16,3
"466","Malaysia",2010,11,12,0,3,15,0,0,5,10,13,0,5,18,0,0,2,6,15,0
"467","Malaysia",2011,6,9,0,2,11,0,0,2,7,8,0,2,13,0,1,1,6,7,0
"468","Malaysia",2012,7,10,0,3,14,0,0,0,10,5,2,0,17,0,0,2,5,7,3
"469","Malaysia",2013,2,9,0,3,6,0,0,2,4,5,2,2,9,0,0,0,5,6,0
"470","Malaysia",2014,11,12,1,5,17,0,0,2,2,22,0,2,22,0,0,1,9,14,0
"471","Maldives",2010,0,16,0,3,1,12,0,0,1,15,0,12,4,0,5,3,0,7,1
"472","Maldives",2011,0,2,0,0,0,0,0,2,0,1,1,2,0,0,1,1,0,0,0
"473","Maldives",2012,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"474","Malta",1997,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"475","Mauritania",2000,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"476","Mauritania",2004,3,0,0,0,3,0,0,0,0,1,2,0,3,0,1,0,0,2,0
"477","Mauritania",2005,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"478","Mauritania",2006,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"479","Mauritania",2013,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"480","Mauritius",2009,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"481","Mayotte",2011,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"482","Mexico",1999,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"483","Mexico",2001,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"484","Morocco",1999,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"485","Morocco",2000,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"486","Morocco",2001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"487","Morocco",2005,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"488","Morocco",2007,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"489","Morocco",2008,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"490","Morocco",2013,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"491","Morocco",2014,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"492","Mozambique",2000,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"493","Mozambique",2002,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"494","Mozambique",2003,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"495","Mozambique",2007,3,0,0,0,2,0,0,1,0,3,0,1,2,0,0,0,1,2,0
"496","Mozambique",2008,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0
"497","Mozambique",2010,0,3,0,1,0,1,0,1,1,2,0,2,1,0,1,1,0,0,1
"498","Mozambique",2011,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"499","Mozambique",2012,2,1,0,0,2,0,0,1,0,3,0,1,2,0,1,0,2,0,0
"500","Mozambique",2013,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"501","Mozambique",2014,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"502","Myanmar",1997,0,0,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2
"503","Myanmar",1999,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"504","Myanmar",2000,1,4,0,0,0,1,0,4,0,4,1,5,0,0,0,0,0,0,5
"505","Myanmar",2001,0,3,0,0,1,0,0,2,1,2,0,2,1,0,0,0,0,2,1
"506","Myanmar",2004,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"507","Myanmar",2008,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"508","Myanmar",2009,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"509","Myanmar",2011,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"510","Myanmar",2013,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"511",NA,2014,0,12,1,2,7,0,0,4,3,9,1,4,9,0,5,3,1,2,2
"512","Netherlands",1997,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"513","Netherlands",2007,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"514","Nigeria",1993,1,0,2,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0
"515","Nigeria",1995,0,1,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
"516","Nigeria",1996,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,1,1
"517","Nigeria",1997,1,2,6,1,6,0,0,2,1,6,2,2,7,0,0,0,0,0,9
"518","Nigeria",1998,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"519","Nigeria",1999,4,5,1,1,7,0,0,2,2,7,1,2,8,0,0,0,0,0,10
"520","Nigeria",2000,5,4,0,0,7,2,0,0,1,3,5,2,7,0,0,0,0,0,9
"521","Nigeria",2001,16,3,0,0,16,0,0,3,1,18,0,3,16,0,0,0,1,17,1
"522","Nigeria",2002,12,1,1,1,11,0,0,2,1,12,1,2,12,0,0,1,1,9,3
"523","Nigeria",2003,26,13,0,1,35,0,0,3,1,28,10,3,36,0,5,3,6,16,9
"524","Nigeria",2004,19,6,2,0,22,0,0,5,1,18,8,5,22,0,4,2,3,14,4
"525","Nigeria",2005,15,1,0,0,15,0,0,1,0,14,2,1,15,0,1,0,2,11,2
"526","Nigeria",2006,5,6,1,1,7,0,0,4,3,6,3,3,9,0,2,0,4,5,1
"527","Nigeria",2007,28,9,3,1,33,0,0,6,2,31,7,6,34,0,5,4,7,22,2
"528","Nigeria",2008,25,14,0,3,25,6,0,5,2,29,8,10,29,0,3,6,10,18,2
"529","Nigeria",2009,18,10,0,1,21,0,0,6,1,24,3,6,22,0,2,0,16,10,0
"530","Nigeria",2010,7,11,0,0,12,3,0,3,3,12,3,6,12,0,2,5,5,6,0
"531","Nigeria",2011,3,8,0,2,6,0,0,3,2,9,0,3,8,0,1,1,6,2,1
"532","Nigeria",2012,4,21,0,4,12,7,0,2,1,16,8,9,16,0,7,2,9,6,1
"533","Nigeria",2013,7,22,0,2,12,0,0,15,1,22,6,15,14,0,8,5,10,5,1
"534","Nigeria",2014,5,13,0,1,7,0,0,10,2,16,0,10,8,0,3,3,6,6,0
"535","Oman",1999,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"536","Oman",2000,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"537","Oman",2002,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"538","Oman",2004,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"539","Oman",2005,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"540","Oman",2006,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"541","Oman",2007,0,3,0,0,0,0,0,3,1,2,0,3,0,0,0,2,1,0,0
"542","Oman",2009,0,4,0,1,0,0,0,3,0,4,0,3,1,0,0,4,0,0,0
"543","Oman",2010,0,22,0,6,3,9,0,4,0,21,1,13,9,0,7,6,2,7,0
"544","Oman",2011,1,61,0,14,6,0,0,42,1,60,1,42,20,0,30,17,2,13,0
"545","Oman",2012,0,21,0,6,2,4,0,9,1,16,4,13,8,0,7,6,2,6,0
"546","Oman",2014,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0
"547","Pakistan",1993,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
