"","iso2c","year","country","unem.total","unem.youth.m","unem.youth","debtservice","debt.gov","GDP.PPP","GDP","easybusiness","FDI.ofGDP","pop","pop.rur","pop.urb","pov.125","infl","labor.part","vul.emp.m","vul.emp","ConflictId","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","CumulativeIntensity","TypeOfConflict","StartDate","StartPrec","StartDate2","StartPrec2","EpEnd","EpEndDate","EpEndPrec","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","Version","state","stationary","moving","NA.x.x","hijacked","boarding","fired upon","detained","NA.y.x","small","big","NA","attempted","acutal","NA.x.y","early","day","evening","night","NA.y.y"
"454","IQ",2007,"Iraq",16.8999996185303,31.3999996185303,35.5,NA,NA,NA,-1.14245579010095,NA,NA,2.54917715972189,2.34390407188388,2.59565927464776,NA,-10.0674925768978,29.2999992370605,NA,NA,"1-62","Iraq","Government of Iraq","Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of Slovakia, Government of South Korea, Government of Tonga, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS, RJF","1074, 1075, 1076, 1077",NA,2,NA,2,1,4,"1958-07-14",1,"2004-01-18",1,0,NA,NA,"645","339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 317, 732, 972, 200, 2",NA,NA,"645","2","4.0-2015","Iraq",1,2,0,0,2,0,0,1,0,3,0,1,2,0,2,0,1,0,0
"455","IQ",2010,"Iraq",15.1999998092651,28.5,32.2999992370605,NA,NA,NA,3.3088056060792,NA,NA,2.99467138399541,2.77646820143523,3.02896210064781,NA,2.87774725274758,28.8999996185303,NA,NA,"1-62","Iraq","Government of Iraq","Government of United States of America","IS","1076",NA,2,NA,2,1,4,"1958-07-14",1,"2004-01-18",1,0,NA,NA,"645","2",NA,NA,"645","2","4.0-2015","Iraq",2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0
"456","IR",1995,"Iran, Islamic Rep.",11.8999996185303,21.7999992370605,23.6000003814697,NA,NA,NA,1.01347213918031,NA,NA,1.36430177958877,-0.765555869996813,2.79557293303991,NA,49.6559858462747,32.2999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iran",0,4,4,7,1,0,0,0,5,3,0,0,8,0,0,0,0,0,8
"457","IR",1996,"Iran, Islamic Rep.",13.1000003814697,24.2999992370605,26.5,NA,NA,NA,4.6366116137424,NA,NA,1.62469819259774,-0.538660839894496,3.0275876265021,NA,28.9373440168137,31.2000007629395,41.2999992370605,41.0999984741211,"1-6","Iran","Government of Iran",NA,"KDPI","1005",NA,1,"Kurdistan",1,1,3,"1946-05-31",3,"1996-07-28",2,1,"07/28/1996",2,"630",NA,NA,NA,"630","2","4.0-2015","Iran",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"458","IR",1997,"Iran, Islamic Rep.",11.5,21,23.1000003814697,NA,NA,NA,-0.467063859127606,NA,NA,1.80952065673529,-0.178607403912875,3.05567395171156,NA,17.3492257538708,31.6000003814697,NA,NA,"1-143","Iran","Government of Iran",NA,"MEK","1151",NA,2,NA,1,1,3,"1972-08-13",1,"1997-02-18",1,1,"1997-11-02",1,"630",NA,NA,NA,"630","2","4.0-2015","Iran",0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
"459","IR",1999,"Iran, Islamic Rep.",11.3000001907349,20.6000003814697,22.6000003814697,NA,NA,NA,0.169402475771705,NA,NA,1.81364690829387,-0.156887433238435,2.97325550674922,NA,20.0707078146867,32.5,NA,NA,"1-143","Iran","Government of Iran",NA,"MEK","1151",NA,2,NA,1,1,3,"1972-08-13",1,"1999-11-25",1,0,NA,NA,"630",NA,NA,NA,"630","2","4.0-2015","Iran",1,1,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
"460","IR",2000,"Iran, Islamic Rep.",12,21.2000007629395,23.2999992370605,NA,NA,NA,4.12612194597661,NA,NA,1.63778678505771,-0.355670902543084,2.77473345460965,NA,14.4767513188566,33,NA,NA,"1-143","Iran","Government of Iran",NA,"MEK","1151",NA,2,NA,1,1,3,"1972-08-13",1,"1999-11-25",1,0,NA,NA,"630",NA,NA,NA,"630","2","4.0-2015","Iran",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"461","IR",2001,"Iran, Islamic Rep.",12.8000001907349,22.2999992370605,24.2999992370605,NA,NA,NA,0.916850963939993,NA,NA,1.45133513295422,-0.559969169819519,2.56314810415975,NA,11.2742471332117,33.5,NA,NA,"1-143","Iran","Government of Iran",NA,"MEK","1151",NA,2,NA,1,1,3,"1972-08-13",1,"1999-11-25",1,1,"2001-09-16",1,"630",NA,NA,NA,"630","2","4.0-2015","Iran",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"462","IR",2003,"Iran, Islamic Rep.",12.1999998092651,21.7000007629395,24.1000003814697,NA,NA,NA,7.33066096484332,NA,NA,1.21188470139877,-0.847875107187775,2.28148016101148,NA,16.4680116244792,34.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iran",2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,1,0
"463","IR",2005,"Iran, Islamic Rep.",12.1000003814697,20.8999996185303,23.8999996185303,NA,NA,NA,3.01956715160688,NA,NA,1.14765840388074,-0.953890564009321,2.17275757654408,2.61,13.4331180085079,36.2000007629395,NA,NA,"1-143","Iran","Government of Iran",NA,"PJAK","1152",NA,2,NA,1,1,3,"1972-08-13",1,"2005-08-07",1,0,NA,NA,"630",NA,NA,NA,"630","2","4.0-2015","Iran",1,1,0,0,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0
"464","IR",2006,"Iran, Islamic Rep.",11.6000003814697,20.6000003814697,23.3999996185303,NA,NA,NA,4.51036432828116,NA,NA,1.13588716834407,-0.985591101112163,2.13886443857965,NA,11.9395521973441,34.4000015258789,NA,NA,"1-143","Iran","Government of Iran",NA,"Jondullah, PJAK","1153, 1152",NA,2,NA,1,1,3,"1972-08-13",1,"2005-08-07",1,0,NA,NA,"630",NA,NA,NA,"630","2","4.0-2015","Iran",1,2,0,0,1,1,0,1,0,3,0,2,1,0,0,0,1,1,1
"465","IR",2007,"Iran, Islamic Rep.",10.6000003814697,19.7999992370605,22,NA,NA,NA,7.90255360857944,NA,NA,1.1184531938473,-0.868986354281535,2.03018187648478,NA,17.2130463525814,32.5999984741211,39.7000007629395,42.7000007629395,"1-143","Iran","Government of Iran",NA,"Jondullah, PJAK","1153, 1152",NA,2,NA,1,1,3,"1972-08-13",1,"2005-08-07",1,0,NA,NA,"630",NA,NA,NA,"630","2","4.0-2015","Iran",1,1,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,1,1
"466","IR",2009,"Iran, Islamic Rep.",12,22.3999996185303,24.3999996185303,NA,NA,NA,1.14294047901681,NA,NA,1.15186928566077,-0.788781002316696,1.99343204181116,0.26,13.5002618174896,30.5,39,41.4000015258789,"1-143","Iran","Government of Iran",NA,"Jondullah, PJAK","1153, 1152",NA,2,NA,1,1,3,"1972-08-13",1,"2005-08-07",1,0,NA,NA,"630",NA,NA,NA,"630","2","4.0-2015","Iran",0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"467","IR",2011,"Iran, Islamic Rep.",13.3000001907349,25.1000003814697,28.3999996185303,NA,NA,NA,2.46503873859987,NA,NA,1.24595209169878,-0.727501893693486,2.05539898441907,NA,20.628332063976,30.8999996185303,NA,NA,"1-143","Iran","Government of Iran",NA,"PJAK","1152",NA,2,NA,1,1,3,"1972-08-13",1,"2005-08-07",1,1,"2011-12-27",1,"630",NA,NA,NA,"630","2","4.0-2015","Iran",0,4,0,0,0,0,0,4,0,4,0,4,0,0,3,1,0,0,0
"468","IR",2012,"Iran, Islamic Rep.",13.1000003814697,25,28.2999992370605,NA,NA,NA,-7.80145181131493,NA,NA,1.28539455042622,-0.710077084836396,2.08137528703565,NA,27.3573886416011,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iran",0,6,0,1,0,2,0,3,0,6,0,5,1,0,3,1,1,1,0
"469","IT",1995,"Italy",11.6999998092651,29.7000007629395,33.2999992370605,NA,117.041153709078,NA,2.88520233386423,NA,NA,0.00158856230917393,-0.179634729482643,0.0912844846717047,NA,5.24437122460213,39.4000015258789,16.6000003814697,16.3999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"470","IT",1996,"Italy",11.8999996185303,30.6000003814697,34.5,NA,123.2873118762,NA,1.25837965861089,NA,NA,0.0281044080072756,-0.153449923658716,0.117720946939261,NA,3.97452428385337,39.0999984741211,16.7999992370605,16.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
"471","IT",1998,"Italy",12.1000003814697,30.1000003814697,33.5,NA,126.279651692998,NA,1.58795408582584,NA,NA,0.0287740158774372,-0.153440907623945,0.118229703401032,NA,1.96293969849273,38.5,17,16.2999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"472","IT",1999,"Italy",11.6999998092651,28.6000003814697,32.7999992370605,NA,119.734235054937,NA,1.54403400736443,NA,NA,0.0168208444553697,-0.165730442662919,0.106198406299854,NA,1.65562913907257,38.2000007629395,16.5,15.6999998092651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"473","IT",2002,"Italy",9.19999980926514,23.7000007629395,27.1000003814697,NA,111.374057948866,NA,0.101599587149565,NA,NA,0.148916429490753,-0.157193040594564,0.297433898475445,NA,2.46107483676539,35.4000015258789,16.2999992370605,15.3000001907349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"474","JM",1994,"Jamaica",15.3999996185303,19.2999992370605,28.3999996185303,NA,NA,NA,0.601254677774648,NA,NA,0.774453955353142,0.2940155557274,1.25000714108044,NA,35.0633942484772,59.7000007629395,42.2999992370605,38.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"475","JM",1996,"Jamaica",16,24.8999996185303,36.0999984741211,NA,NA,NA,-1.30456328388023,NA,NA,1.19935152054073,0.712216983958295,1.67237185698157,3.43,26.4066566074043,56.2000007629395,41.2000007629395,37.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"476","JM",1997,"Jamaica",16.5,25.6000003814697,35.2000007629395,NA,NA,NA,-2.08244781977126,NA,NA,0.957423582232932,0.467812893666043,1.42830457335898,NA,9.65755261268599,54.2999992370605,40.4000015258789,36.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",1,0,3,0,4,0,0,0,0,1,3,0,4,0,0,0,0,0,4
"477","JM",1998,"Jamaica",15.5,25.7000007629395,35.5,NA,NA,NA,-3.20208221400151,NA,NA,0.892234307674963,0.40031572946114,1.36081255967053,NA,8.6318961301214,52.2999992370605,41.5,37.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",2,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
"478","JM",1999,"Jamaica",15.6999998092651,25.7000007629395,36.4000015258789,NA,NA,NA,0.36039916234165,NA,NA,0.682472520228741,0.190133512015001,1.14697678534757,2.61,5.95423949113012,50.5999984741211,41.2999992370605,37.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"479","JM",2002,"Jamaica",14.3000001907349,24.3999996185303,31.5,NA,NA,NA,1.61909895641882,NA,NA,0.371475422719424,-0.0423531546820908,0.751151445377703,2.75,7.07746603976977,45.9000015258789,40.0999984741211,35.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",1,2,0,0,2,0,0,1,0,2,1,1,2,0,0,1,0,2,0
"480","JM",2003,"Jamaica",11.6999998092651,17.7000007629395,22.5,NA,127.433181704735,NA,3.29339145443466,NA,NA,0.360385645781878,-0.0298741643162349,0.715693221945913,NA,10.3220775773394,44.5,39.9000015258789,35.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",4,1,0,0,4,0,0,1,0,5,0,1,4,0,0,0,1,4,0
"481","JM",2004,"Jamaica",11.3999996185303,22.2999992370605,28.6000003814697,NA,122.008171380575,NA,0.960226050867561,NA,NA,0.359395234376269,-0.0366941609927395,0.717316552874854,1.7,13.6256773488528,43.4000015258789,38.7999992370605,36.0999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",9,1,0,0,10,0,0,0,0,10,0,0,10,0,3,0,0,7,0
"482","JM",2005,"Jamaica",10.8999996185303,19.8999996185303,25.7000007629395,NA,121.00247616654,NA,0.532906956828882,NA,NA,0.358335172561952,-0.0350242348040125,0.711133340468261,NA,15.296043198793,43,37.0999984741211,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",6,1,0,0,5,0,0,2,1,6,0,2,5,0,2,0,1,4,0
"483","JM",2006,"Jamaica",9.60000038146973,17.6000003814697,22.7000007629395,NA,117.694980212562,NA,2.53295299256405,NA,NA,0.356490327871357,-0.0405697082941974,0.709952517534827,NA,8.59197612351485,42.5999984741211,38.4000015258789,35.4000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",3,0,0,0,1,0,0,2,0,3,0,2,1,0,1,0,0,2,0
"484","JM",2007,"Jamaica",9.39999961853027,17.2999992370605,22.2000007629395,NA,112.989989069952,NA,1.07235852624117,NA,NA,0.355148869499034,-0.0413884382976124,0.705512670460383,NA,9.29325515699287,42.2000007629395,36.5999984741211,33.4000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamaica",2,0,0,0,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0
"485","JP",1993,"Japan",2.5,4.80000019073486,5,NA,NA,NA,-0.075874039649733,NA,NA,0.246819412580702,-0.362448103046296,0.421901555756664,NA,1.26741648480815,47.0999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan",0,0,3,0,0,0,0,3,0,3,0,0,0,3,1,0,0,2,0
"486","JP",2000,"Japan",4.80000019073486,10.3999996185303,9.19999980926514,NA,NA,NA,2.08658646997748,NA,NA,0.167275578113187,-0.421126451108302,0.327609574744949,NA,-0.653015156401153,46.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"487","JP",2002,"Japan",5.40000009536743,11.3999996185303,10.1000003814697,NA,NA,NA,0.0566189021305092,NA,NA,0.232527187105684,-8.4113825365677,2.28287211011819,NA,-1.31088291495058,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan",0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"488","KE",1998,"Kenya",9.80000019073486,16.7999992370605,17.3999996185303,4.70156133363548,52.8017948110984,0.67589019593457,0.766465285284085,NA,NA,2.47370205488608,2.07340346911206,4.17364468635382,NA,6.72243650753923,46.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",5,0,2,0,7,0,0,0,0,4,3,0,7,0,0,0,0,0,7
"489","KE",2000,"Kenya",9.80000019073486,16.8999996185303,17.5,4.66634915875412,NA,-1.94814324840881,-1.87622557562688,NA,NA,2.49195436628112,2.06593737988299,4.22619828352605,NA,9.9800251535098,44.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",5,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,5
"490","KE",2002,"Kenya",9.69999980926514,16.8999996185303,17.5,4.03983591892246,NA,-2.05378132195595,-2.00187512885779,NA,NA,2.56755382923243,2.125256230917,4.29182855801758,NA,1.96130821739158,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0
"491","KE",2003,"Kenya",9.60000038146973,16.7999992370605,17.3999996185303,3.894862916904,NA,0.260800989471166,0.296817038480967,NA,NA,2.59392359711063,2.14334042230443,4.31282619937426,NA,9.81569062979655,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"492","KE",2004,"Kenya",9.60000038146973,16.7999992370605,17.2999992370605,2.21945238621007,NA,2.38788744574807,2.39903480145851,NA,NA,2.60759015336192,2.14861091008054,4.32092126784138,NA,11.6240355442427,40.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"493","KE",2007,"Kenya",9.39999961853027,16.7999992370605,17.1000003814697,1.67477459395954,NA,4.29799684711867,4.0840530960914,NA,2.5443991943335,2.62340360343307,2.14119630320345,4.31016275700918,NA,9.7588802302753,39.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",3,0,0,0,2,0,0,1,0,3,0,1,2,0,0,1,1,0,1
"494","KE",2008,"Kenya",9.39999961853027,16.7999992370605,17.6000003814697,1.35349210782559,NA,-1.03442245612626,-2.37256807907569,NA,0.170091010031033,2.63318011601013,2.14215862391202,4.31389533075236,NA,26.2398166445063,39.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,2,0,0,0,2,0,1,0,2,1,3,0,0,0,2,0,1,0
"495","KE",2009,"Kenya",9.39999961853027,16.7999992370605,17.3999996185303,1.26683563867551,NA,0.114204015787567,0.609052082357422,NA,0.22978727541828,2.64623204882054,2.1488851412401,4.31209753574627,NA,9.23412592394651,39.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,1,0,1,1,0,0,0,1,0,1,0,2,0,0,1,0,1,0
"496","KE",2010,"Kenya",9.30000019073486,16.7999992370605,17.1000003814697,1.24426398676493,NA,3.02241863448456,5.55750545440054,NA,0.548126911629647,2.65932150939887,2.15294289067727,4.31911774963582,NA,3.96138889115389,39.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",0,11,0,2,1,6,0,2,0,11,0,8,3,0,2,5,1,3,0
"497","KE",2011,"Kenya",9.19999980926514,16.7999992370605,17.1000003814697,1.27359990593368,NA,1.62404827978953,3.3149954866329,NA,0.969097930787756,2.67089672851356,2.15142415880137,4.33696347388305,NA,14.021549898838,39.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,5,0,0,2,0,0,4,0,6,0,4,2,0,2,2,0,2,0
"498","KE",2012,"Kenya",9.19999980926514,16.7999992370605,17.2999992370605,NA,NA,NA,1.79493461118089,NA,NA,2.67520666311141,2.1437619891074,4.3427113106515,NA,9.37839585138718,39.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"499","KE",2013,"Kenya",9.10000038146973,16.7000007629395,17.2999992370605,NA,NA,NA,2.90576985846447,NA,NA,2.66703706290682,2.12344992439344,4.33543621263156,NA,5.71827407975549,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"500","KH",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"501","KH",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia",0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"502","KH",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"503","KH",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"504","KH",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"505","KH",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
"506","KH",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"507","KM",2009,"Comoros",6.5,10.1000003814697,10.6000003814697,2.21636313723229,NA,-0.855203084214562,-0.506776048467813,NA,NA,2.43929559468358,2.40872843109105,2.51840226577513,NA,NA,39.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comoros",0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"508","KM",2010,"Comoros",6.5,10.1000003814697,10.6000003814697,0.791565840033244,NA,-0.536882749234424,-0.264694913310436,NA,NA,2.44119500998399,2.3911941960492,2.57040845733824,NA,NA,39.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comoros",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"509","KM",2011,"Comoros",6.5,10.1000003814697,10.6000003814697,0.645507247727677,NA,-0.375177526945059,0.124176729830111,NA,NA,2.44267506650598,2.37607511716784,2.61442547887685,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comoros",0,3,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0
