"","iso2c","year","country","unem.total","unem.youth.m","unem.youth","debtservice","debt.gov","GDP.PPP","GDP","easybusiness","FDI.ofGDP","pop","pop.rur","pop.urb","pov.125","infl","labor.part","vul.emp.m","vul.emp","ConflictId","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","CumulativeIntensity","TypeOfConflict","StartDate","StartPrec","StartDate2","StartPrec2","EpEnd","EpEndDate","EpEndPrec","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","Version","state","stationary","moving","NA.x.x","hijacked","boarding","fired upon","detained","NA.y.x","small","big","NA","attempted","acutal","NA.x.y","early","day","evening","night","NA.y.y"
"200","EC",1999,"Ecuador",6.30000019073486,10.6000003814697,13.3999996185303,NA,NA,NA,-6.54341278521872,NA,NA,1.91194224579009,0.663672293007412,2.76006646906424,21.82,52.2423509075188,54.2000007629395,28.3999996185303,32.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
"201","EC",2000,"Ecuador",7.19999980926514,12.1000003814697,15.1000003814697,NA,NA,NA,-0.748585968718444,NA,NA,1.83728637652126,0.578271301061734,2.67496375921641,28.15,96.0941136930837,54.2000007629395,38.7999992370605,42.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",7,5,0,0,9,1,0,2,0,8,4,3,9,0,0,0,0,0,12
"202","EC",2001,"Ecuador",8.39999961853027,11.8000001907349,15.6999998092651,NA,NA,NA,2.20155694950168,NA,NA,1.75942633522378,0.49201822242513,2.58520604337928,NA,37.6780209421415,63.9000015258789,38.2999992370605,44.4000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",4,4,0,0,6,0,0,2,0,8,0,2,6,0,0,0,4,4,0
"203","EC",2002,"Ecuador",9.10000038146973,11.6000003814697,17,NA,NA,NA,2.35039985235758,NA,NA,1.69187924342125,0.874793212617006,2.21518874238327,NA,12.4840185721018,60.2999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",6,5,0,0,8,0,0,3,0,9,2,3,8,0,2,0,5,4,0
"204","EC",2003,"Ecuador",9.30000019073486,15.6999998092651,17.5,NA,NA,NA,1.04135602499724,NA,NA,1.65049523800982,1.13996014799977,1.97393574752187,16.94,7.92941000523415,56.5999984741211,36.2000007629395,41.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",0,2,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0,0
"205","EC",2004,"Ecuador",6.69999980926514,11.1999998092651,13.8999996185303,NA,NA,NA,6.44848059168739,NA,NA,1.64221003405918,1.12905396960014,1.96460848645269,15.2,2.74218132941641,57.5,36.5999984741211,43.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"206","EC",2006,"Ecuador",6.30000019073486,9.80000019073486,13.1999998092651,NA,NA,NA,2.6674554402268,NA,NA,1.67682758446052,1.16361681295214,1.99393360688841,9.31,3.03487429304911,57.9000015258789,35.9000015258789,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"207","EC",2008,"Ecuador",6,10.8999996185303,13.6999998092651,NA,NA,NA,4.57473803519304,NA,NA,1.6900575540007,1.17151274381436,2.00515879693297,8.96,8.40082543392808,52.4000015258789,33.7000007629395,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",2,0,0,0,2,0,0,0,1,0,1,0,2,0,0,1,0,1,0
"208","EC",2009,"Ecuador",6.5,11.8000001907349,14.3999996185303,NA,NA,NA,-1.10177758647626,NA,NA,1.67278517216528,1.15420848931848,1.98529371552001,8.92,5.1579239997434,50.5999984741211,36.7000007629395,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",0,2,0,0,2,0,0,0,0,1,1,0,2,0,0,1,1,0,0
"209","EC",2010,"Ecuador",5,8.89999961853027,11.3000001907349,NA,NA,NA,1.83820701411108,NA,NA,1.64306662368325,1.12178370054386,1.95460337715128,7.05,3.55612380577119,50.7999992370605,36.9000015258789,41.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,2,0
"210","EC",2011,"Ecuador",4.19999980926514,8.39999961853027,10.6999998092651,NA,NA,NA,6.14401666434988,NA,NA,1.61127440195003,1.08723991228469,1.92185539908213,5.86,4.474553858528,51,38.7000007629395,43.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",3,3,0,0,6,0,0,0,0,6,0,0,6,0,1,0,3,2,0
"211","EC",2012,"Ecuador",4.09999990463257,9.19999980926514,10.8999996185303,NA,NA,NA,3.98251343516071,NA,NA,1.58329154406498,1.03484550874397,1.90558079554966,5.87,5.10065348011057,51.0999984741211,57.2999992370605,51.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",1,3,0,0,3,0,0,1,0,4,0,1,3,0,0,0,3,1,0
"212","EC",2013,"Ecuador",4.19999980926514,7.30000019073486,9.80000019073486,NA,NA,NA,2.93921262914461,NA,NA,1.55609791681243,0.985561916252981,1.88840815626349,4.43,2.73863175716041,51.2000007629395,33.4000015258789,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",0,3,0,0,2,0,0,1,0,3,0,1,2,0,1,0,0,2,0
"213","EG",1994,"Egypt, Arab Rep.",11,21.6000003814697,32.0999984741211,4.2849468144816,NA,2.24972952998301,1.99718994800008,NA,NA,1.91876424769637,2.15214848975514,1.60955206518786,NA,8.15423128587101,32.7000007629395,21.8999996185303,26.7999992370605,"1-196","Egypt","Government of Egypt",NA,"al-Gama'a al-Islamiyya","1184",NA,2,NA,1,0,3,"1981-10-08",1,"1993-03-10",1,0,NA,NA,"651",NA,NA,NA,"651","2","4.0-2015","Egypt",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"214","EG",1998,"Egypt, Arab Rep.",8.19999980926514,16.2999992370605,24.1000003814697,2.23182319890963,NA,2.26877376690007,2.19298298958535,NA,NA,1.78775055048947,1.70749910785617,1.89552526602977,NA,3.8725754642749,30.5,22.1000003814697,24.2000007629395,"1-196","Egypt","Government of Egypt",NA,"al-Gama'a al-Islamiyya","1184",NA,2,NA,1,0,3,"1981-10-08",1,"1993-03-10",1,1,"1998-11-02",1,"651",NA,NA,NA,"651","2","4.0-2015","Egypt",1,1,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
"215","EG",1999,"Egypt, Arab Rep.",8.10000038146973,14.1000003814697,20.8999996185303,2.34395821844687,NA,4.27266744681136,4.2236735418588,NA,NA,1.78942121934983,1.709103374312,1.8970825144057,NA,3.07949912638328,34.2999992370605,21.2999992370605,22.8999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"216","EG",2000,"Egypt, Arab Rep.",9,17.2000007629395,25.5,1.84030233379442,NA,3.51248421355499,3.48371778913135,NA,NA,1.80447570394784,1.72234688069643,1.91435554407857,NA,2.6838053534855,31.5,19.3999996185303,22.8999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"217","EG",2001,"Egypt, Arab Rep.",9.39999961853027,19.3999996185303,29,1.98809595208491,NA,1.67215006969068,1.65338220934311,NA,NA,1.83430869043742,1.7538613248074,1.94173467502799,NA,2.26975720475954,28.7000007629395,18.7999992370605,20.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"218","EG",2006,"Egypt, Arab Rep.",10.6000003814697,20.8999996185303,31.3999996185303,2.26284955524761,NA,4.91357149946017,4.97775507119455,NA,9.20546017125302,1.76198410376974,1.68121139978395,1.8688367316412,NA,7.6445264452643,33.9000015258789,20.3999996185303,24.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"219","EG",2007,"Egypt, Arab Rep.",8.89999961853027,17.2999992370605,26.1000003814697,2.23311215856606,85.7885338345865,5.17671063147811,5.2511185112764,NA,8.36410374932868,1.73002151572467,1.72123793084128,1.74162906925004,NA,9.31896905799232,33.4000015258789,21.6000003814697,27.2999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",1,1,0,0,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0
"220","EG",2010,"Egypt, Arab Rep.",9,14.8000001907349,26.2999992370605,1.36454455888447,NA,3.32566477536254,3.09037546377205,NA,2.38019009820985,1.96771142660023,2.00281736043144,1.9212306767729,NA,11.2651882653185,34.0999984741211,17.7000007629395,23.1000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",2,0,0,0,2,0,0,0,0,1,1,0,2,0,1,0,0,1,0
"221","EG",2011,"Egypt, Arab Rep.",12,24.2999992370605,33.9000015258789,1.52563557287824,NA,0.0538988695583775,-0.300737415282185,NA,-0.482811508899326,2.1066381794963,2.13997582717712,2.06246353864387,NA,10.053916904536,34.0999984741211,18,23.1000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,2,1
"222","EG",2012,"Egypt, Arab Rep.",12.6999998092651,29.2000007629395,37.9000015258789,NA,NA,NA,-0.042926628882384,NA,NA,2.21110711674198,2.2075992387518,2.21575690479568,NA,7.11815561959624,34.0999984741211,17.1000003814697,21.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",7,0,0,0,6,0,0,1,0,6,1,1,6,0,0,1,1,5,0
"223","EG",2013,"Egypt, Arab Rep.",13.1999998092651,33.7000007629395,41.7000007629395,NA,NA,NA,-0.166985158916503,NA,NA,2.25432617430608,2.2139662733189,2.3077970507531,NA,9.42157654021992,34,21.2999992370605,26.3999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",7,0,0,0,7,0,0,0,0,7,0,0,7,0,0,1,0,6,0
"224","ER",1997,"Eritrea",7.40000009536743,10.1000003814697,10.6000003814697,0.0735621359753655,NA,5.57456932494595,5.98873371282933,NA,NA,1.79525524074386,1.56565202440216,2.93133416782922,NA,NA,79.4000015258789,NA,NA,"1-130","Eritrea","Government of Eritrea",NA,"EIJM - AS","1343",NA,2,NA,1,0,3,"1993-12-16",1,"1997-06-30",5,1,"1997-06-30",5,"531",NA,NA,NA,"531","4","4.0-2015","Eritrea",0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"225","ER",2000,"Eritrea",7.69999980926514,10.1999998092651,11.3999996185303,0.722853535353535,NA,-16.1451839074888,-6.03252973730571,NA,NA,3.02974638990034,2.75478452202631,4.33128195798021,NA,NA,78.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3
"226","ER",2001,"Eritrea",7.40000009536743,10.1000003814697,10.6000003814697,1.00335198520409,NA,16.6373264998098,5.1892755348911,NA,NA,3.33403062851326,3.04129455566529,4.69748260610767,NA,NA,78.3000030517578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"227","ER",2002,"Eritrea",7.5,10.1000003814697,10.8000001907349,1.46088694967646,NA,-1.18065331999607,-0.62497565002937,NA,NA,3.58808741811121,3.27985085048124,4.99970337773845,NA,NA,77.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"228","ER",2003,"Eritrea",7.59999990463257,10.1000003814697,11,1.35779801606359,NA,-6.68330632215296,-6.12159045950037,NA,NA,3.62556457835345,3.30044559626937,5.08860701300806,NA,NA,77.5999984741211,NA,NA,"1-130","Eritrea","Government of Eritrea",NA,"EIJM - AS","1343",NA,2,NA,1,0,3,"1993-12-16",1,"2003-07-17",1,1,"2003-08-09",1,"531",NA,NA,NA,"531","4","4.0-2015","Eritrea",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"229","ER",2004,"Eritrea",7.5,10.1000003814697,10.8000001907349,1.84239086717677,NA,-2.60413207112188,-1.95623057269719,NA,NA,3.4169156091168,3.07354710044837,4.93414625200912,NA,NA,77.4000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"230","ER",2005,"Eritrea",7.5,10.1000003814697,10.8000001907349,2.00811475296209,NA,-1.27083559262199,-0.516900354115393,NA,NA,3.06010955631921,2.69828741047771,4.62885905908556,NA,NA,77.3000030517578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,2,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0
"231","ER",2007,"Eritrea",7.40000009536743,10.1000003814697,10.8999996185303,0.555242054875642,NA,-1.80159104153952,-0.917829540158749,NA,NA,2.33880599664096,1.93951844499639,4.00231084240234,NA,NA,77.3000030517578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"232","ER",2009,"Eritrea",7.30000019073486,10.1000003814697,10.8000001907349,1.17083099800329,NA,0.810304829228747,1.77545332588598,NA,NA,2.0433763415154,1.60320641595523,3.80080111924962,NA,NA,77.4000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,5,0,0,0,0,0,5,0,5,0,5,0,0,1,3,0,1,0
"233","ER",2010,"Eritrea",7.30000019073486,10.1000003814697,10.8000001907349,1.07680266674859,NA,-0.825257773702703,0.0997125210208765,NA,NA,2.07080101810611,1.61106944500695,3.86591548615581,NA,NA,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,12,0,1,0,0,0,11,0,12,0,11,1,0,3,6,2,1,0
"234","ER",2011,"Eritrea",7.09999990463257,10.1000003814697,10.6000003814697,0.848731893091326,NA,5.47296002061712,6.41288471030146,NA,NA,2.10792813634635,1.62583991446305,3.94775002648245,NA,NA,77.4000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,15,0,0,1,0,0,14,0,15,0,14,1,0,7,5,0,3,0
"235","ER",2012,"Eritrea",7.09999990463257,10.1000003814697,10.6000003814697,NA,NA,NA,4.77132221828317,NA,NA,2.12086260081849,1.61607372733556,4.00249499621865,NA,NA,77.3000030517578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",0,2,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,0
"236","FR",1998,"France",12.1000003814697,23.8999996185303,25.8999996185303,NA,63.9251797205721,NA,3.17511770542191,NA,NA,0.368612828999266,-0.308419868061832,0.590293356655555,NA,0.595238095238074,34.7999992370605,8.39999961853027,7.80000019073486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"237","FR",2008,"France",7.40000009536743,18.2999992370605,18.3999996185303,NA,70.9998747400857,NA,-0.363092336996431,NA,NA,0.558857430490895,-0.532919517819141,0.871427828825695,NA,2.81391504348454,39.2000007629395,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"238","GA",1995,"Gabon",19,37.2000007629395,39.2999992370605,9.19913690171416,NA,1.92115702248832,2.28546355104335,NA,NA,2.59436836383383,-1.9434678644562,4.12406185726552,NA,9.64653104079616,32.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"239","GA",1998,"Gabon",20.5,33.2999992370605,37.2999992370605,6.84651859427063,NA,0.884597922072183,0.895461324106336,NA,NA,2.52724771112014,-1.73731170985914,3.73635953029294,NA,1.44873854294599,30.3999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"240","GA",1999,"Gabon",20.6000003814697,33.0999984741211,37.2000007629395,11.5375926820782,NA,-11.1153205378832,-11.1515727286746,NA,NA,2.46677877969633,-1.69341586598136,3.58456262794032,NA,-1.93660397603627,29.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",3,0,0,0,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
"241","GA",2000,"Gabon",20.6000003814697,32.9000015258789,37.0999984741211,6.95326266659809,NA,-4.13971361087642,-4.20422215820926,NA,NA,2.39423752296208,-1.64958863039964,3.42593630099765,NA,0.504920025834863,28.8999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
"242","GA",2001,"Gabon",20.7000007629395,32.7000007629395,37,9.67533593677619,NA,-0.123413155077656,-0.2055302737472,NA,NA,2.31849848012977,-1.61384964123406,3.27300310618459,NA,2.13762052701465,28.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0
"243","GA",2002,"Gabon",20.7000007629395,32.5,37,8.2444222592381,NA,-2.38208731354217,-2.47410015094187,NA,NA,2.25587660635291,-1.5489750994912,3.13626990740877,NA,0.0366828893971132,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",7,0,0,0,7,0,0,0,0,5,2,0,7,0,0,0,1,3,3
"244","GA",2011,"Gabon",20.3999996185303,29.5,34.5,2.37219734620695,NA,2.84605707206003,4.69082556325372,NA,NA,2.26744867806434,-0.210157059621077,2.6750533251679,NA,1.26934322184999,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"245","GA",2013,"Gabon",20.2999992370605,30.8999996185303,35.7000007629395,NA,NA,NA,3.27888979029719,NA,NA,2.25890775528716,0.101327489545782,2.5952669946456,NA,0.480142670965094,25.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",0,2,0,1,1,0,0,0,0,1,1,0,2,0,0,0,1,1,0
"246","GA",2014,"Gabon",19.7000007629395,30.8999996185303,35.5,NA,NA,NA,2.00800853002822,156,NA,2.23626644664236,0.253096942368295,2.53813477626378,NA,4.65560789132293,25.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"247","GB",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom",1,0,1,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,1
"248","GE",1997,"Georgia",12.1999998092651,24.2999992370605,26.8999996185303,NA,43.4057478905204,NA,12.5798710303252,NA,NA,-1.84751147321087,-1.33159587230665,-2.29628436149244,16.37,7.08761762948744,36.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"249","GE",2002,"Georgia",12.6000003814697,27.8999996185303,27.5,NA,64.9581962294659,NA,6.18555046472251,NA,NA,-0.672509797239651,-0.452167136899913,-0.873106181149897,15.6,5.58783730000796,32.2000007629395,62.0999984741211,62.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"250","GF",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Guiana",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"251","GH",1996,"Ghana",9.60000038146973,12.8999996185303,15.3000001907349,6.40666355627288,NA,2.00793813239586,2.1153856057646,NA,NA,2.40636741584577,1.13537730375625,4.27225924906176,NA,46.5610196762283,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ghana",2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
"252","GH",1997,"Ghana",7.19999980926514,11.1999998092651,13.5,7.32071164943287,NA,1.71014678480326,1.82776614622347,NA,NA,2.29943537708422,1.00865355480784,4.13595226276007,NA,27.8852086407528,51.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ghana",0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"253","GH",1998,"Ghana",8.19999980926514,12.1999998092651,15.1000003814697,6.39318862055614,NA,2.26136957432268,2.36723753839966,NA,NA,2.25361347391834,0.935538833671566,4.07114776167112,33.9,14.6241666666674,52.4000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ghana",3,0,0,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
"254","GH",1999,"Ghana",10.1000003814697,12.8000001907349,16.2000007629395,5.54743268341521,NA,1.97591227827847,2.0409432405349,NA,NA,2.28555083090269,0.946342343505894,4.07528195264416,NA,12.4086689107146,53.0999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ghana",2,1,0,0,2,0,0,1,0,2,1,1,2,0,0,0,0,0,3
"255","GH",2000,"Ghana",10.3999996185303,16.2000007629395,16.2999992370605,7.86730634924423,NA,1.26616126926713,1.27307229460772,NA,NA,2.36815617991214,1.04823394658418,4.07861864337288,NA,25.1932193743247,53.7999992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ghana",2,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,2
